mandt,lifnr,land1,name1,name2,name3,name4,ort01,ort02,pfach,pstl2,pstlz,regio,sortl,stras,adrnr,mcod1,mcod2,mcod3,anred,bahns,bbbnr,bbsnr,begru,brsch,bubkz,datlt,dtams,dtaws,erdat,ernam,esrnr,konzs,ktokk,kunnr,lnrza,loevm,sperr,sperm,spras,stcd1,stcd2,stkza,stkzu,telbx,telf1,telf2,telfx,teltx,telx1,xcpdk,xzemp,vbund,fiskn,stceg,stkzn,sperq,gbort,gbdat,sexkz,kraus,revdb,qssys,ktock,pfort,werks,ltsna,werkr,plkal,duefl,txjcd,sperz,scacd,sfrgr,lzone,xlfza,dlgrp,fityp,stcdt,regss,actss,stcd3,stcd4,stcd5,stcd6,ipisp,taxbs,profs,stgdl,emnfr,lfurl,j_1kfrepre,j_1kftbus,j_1kftind,confs,updat,uptim,nodel,qssysdat,podkzb,fisku,stenr,carrier_conf,min_comp,term_li,crc_num,cvp_xblck,rg,exp,uf,rgdate,ric,rne,rnedate,cnae,legalnat,crtn,icmstaxpay,indtyp,tdt,comsize,decregpc,j_sc_capital,j_sc_currency,alc,pmt_office,ppa_relevant,sam_ue_id,sam_eft_ind,psofg,psois,pson1,pson2,pson3,psovn,psotl,psohs,psost,transport_chain,staging_time,scheduling_type,submi_relevant,operation_flag,is_deleted,recordstamp
800,0000100050,MX,LIFT SOLUTIONS MEX,,,,MIXCOAC,,,,32803,MEX,SOLUTIONS,MIXCOAC 420,7166,LIFT SOLUTIONS MEX,,MIXCOAC,,,0,0,,TRAD,0,,,,1998-09-16,OLBERT,,,ZMX1,,,,,,S,HME910630FD0,,,,,6490123,,6490124,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000100044,MX,ACEROS Y DERIVADOS,,,,COL. NONOALCO,,,,37000,DF,ACER,BERRUGUETE 25,7160,ACEROS Y DERIVADOS,,COL. NONOALCO,,,0,0,,MBAU,0,,,,1998-09-16,OLBERT,,,ZMX1,,,,,,S,UFI851030GF5,,,,,6279400,,6279401,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000100052,MX,"PARTES DIGITALES, SA",,,,COL NAPOLES,,,,38100,DF,DIGITAL,RIO BECERRA 154-3 P.,7168,"PARTES DIGITALES, SA",,COL NAPOLES,,,0,0,,HITE,0,,,,1998-09-16,OLBERT,,,ZMX1,,,,,,S,INA761213GF6,,,,,5362485,,5362486,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000100047,MX,BODEGA MAC,,,,SANTA CRUZ ACATLAN,,,,65012,MEX,MAC,BLVD. AVILA CAM.840B,7163,BODEGA MAC,,SANTA CRUZ ACATLAN,,,0,0,,0002,0,,,,1998-09-16,OLBERT,,,ZMX1,,,,,,S,IUO741215BQO,,,,,3606106,,3606107,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000100051,MX,DIGITAL EQ. MEXICO,,,,VALLE DEL CAMPESTRE,,,,66250,NL,DIGITAL,AV ROBLE 300,7167,DIGITAL EQ. MEXICO,,VALLE DEL CAMPESTRE,,,0,0,,HITE,0,,,,1998-09-16,OLBERT,,,ZMX1,,,,,,S,AUM951215GT5,,,,,352929,,352930,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000100043,MX,Fundiciones de hierro y acero,,,,COL. SN.JUAN ARAGON,,,,70700,DF,SIMEC,SAN JUAN ARAGON 516,7159,FUNDICIONES DE HIERRO Y A,,COL. SN.JUAN ARAGON,,,0,0,,TRAN,0,,,,1998-09-16,OLBERT,,,ZMX1,,,,,,S,LME950612GR5,,,,,7282258,,7282259,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000003910,US,Infix Corporation,,,,FOSTER CITY,SAN MATEO,,,94404,CA,CHEM,365 E. Evelyn Av.,6988,INFIX CORPORATION,,FOSTER CITY,Company,,0,0,,,0,,,,1994-11-07,SACHSE,,,0001,0000003910,,,,,E,,,,,,415 - 521 3318,,415 - 521 3399,,,,,,,,,,,,,,,,,,,,,,X,0508169801,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,ARAMI-00,US,Aramingo-00,,,,Wilmington,New Castle,,,19801,DE,SRM,3456 West Chester Pike,34494,ARAMINGO-00,,WILMINGTON,Firma,,0,0,,,0,,,,2002-05-10,VOLMERING,,,VEND,,,,,,E,,,,,,610-107-100,,610-107-101,,,,,,,,,,,,,,,,,,,,,,X,0800301001,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000007513,US,Kevin Blair,,,,ATLANTA,FULTON,,,30301,GA,BLAIR,345 345 Bay Street,9202,KEVIN BLAIR,,ATLANTA,Mr.,,0,0,,,0,,,,1999-05-31,OLBERT,,,0001,,,,,,E,,,,,,323-43-2123,,323-43-2124,,,,,,,,,,,,,,,,,,,,,,X,1112100801,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000007518,US,Michelle Dean,,,,ATLANTA,FULTON,,,30301,GA,DEAN,233 233 Jurtis Lane,9207,MICHELLE DEAN,,ATLANTA,Ms.,,0,0,,,0,,,,1999-05-31,OLBERT,,,0001,,,,,,E,,,,,,347-56-8234,,347-56-8235,,,,,,,,,,,,,,,,,,,,,,X,1112100801,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000007501,US,Deborah Woolway,,,,ATLANTA,FULTON,,,30301,GA,WOOLWAY,234 234 Theodore Lane,9190,DEBORAH WOOLWAY,,ATLANTA,Ms.,,0,0,,,0,,,,1999-05-28,OLBERT,,,0001,,,,,,E,,,,,,323-42-3412,,323-42-3413,,,,,,,,,,,,,,,,,,,,,,X,1112100801,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000007509,US,Jack Douglas,,,,ATLANTA,FULTON,,,30301,GA,DOUGLAS,123 123 Helenes Street,9198,JACK DOUGLAS,,ATLANTA,Mr.,,0,0,,,0,,,,1999-05-28,OLBERT,,,0001,,,,,,E,,,,,,001-25-5655,,001-25-5656,,,,,,,,,,,,,,,,,,,,,,X,1112100801,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000007516,US,Robert Penn,,,,ATLANTA,FULTON,,,30301,GA,PENN,567 567 Herbert Lane,9205,ROBERT PENN,,ATLANTA,Mr.,,0,0,,,0,,,,1999-05-31,OLBERT,,,0001,,,,,,E,,,,,,234-53-2324,,234-53-2325,,,,,,,,,,,,,,,,,,,,,,X,1112100801,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000007502,US,Stephen Powell,,,,ATLANTA,FULTON,,,30301,GA,POWELL,342 342  Halien Street,9191,STEPHEN POWELL,,ATLANTA,Mr.,,0,0,,,0,,,,1999-05-28,OLBERT,,,0001,,,,,,E,,,,,,231-23-4321,,231-23-4322,,,,,,,,,,,,,,,,,,,,,,X,1112100801,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000007520,US,Norman Weinberg,,,,ATLANTA,FULTON,,,30301,GA,WEINBERG,323 323 Kundalini Road,9209,NORMAN WEINBERG,,ATLANTA,Mr.,,0,0,,,0,,,,1999-05-31,OLBERT,,,0001,,,,,,E,,,,,,346-57-3284,,346-57-3285,,,,,,,,,,,,,,,,,,,,,,X,1112100801,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000007511,US,Steve Banley,,,,ATLANTA,FULTON,,,30301,GA,BANLEY,234 234  Burton Street,9200,STEVE BANLEY,,ATLANTA,Mr.,,0,0,,,0,,,,1999-05-28,OLBERT,,,0001,,,,,,E,,,,,,323-46-5431,,323-46-5432,,,,,,,,,,,,,,,,,,,,,,X,1112100801,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000007508,US,Jennifer Stone,,,,ATLANTA,FULTON,,,30301,GA,STONE,234 234 Hope Street,9197,JENNIFER STONE,,ATLANTA,Ms.,,0,0,,,0,,,,1999-05-28,OLBERT,,,0001,,,,,,E,,,,,,234-34-3215,,234-34-3216,,,,,,,,,,,,,,,,,,,,,,X,1112100801,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000007505,US,Michael Curtis,,,,ATLANTA,FULTON,,,30301,GA,CURTIS,332 332 Golf Lane,9194,MICHAEL CURTIS,,ATLANTA,Mr.,,0,0,,,0,,,,1999-05-28,OLBERT,,,0001,,,,,,E,,,,,,734-45-6423,,734-45-64244,,,,,,,,,,,,,,,,,,,,,,X,1112100801,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000007506,US,Caren Johnson,,,,ATLANTA,FULTON,,,30301,GA,JOHNSON,212 212 Frederic Lane,9195,CAREN JOHNSON,,ATLANTA,Ms.,,0,0,,,0,,,,1999-05-28,OLBERT,,,0001,,,,,,E,,,,,,345-62-3421,,345-62-3422,,,,,,,,,,,,,,,,,,,,,,X,1112100801,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000007524,US,Barbara Lee,,,,ATLANTA,FULTON,,,30301,GA,LEE,454 454 Paso Lane,9213,BARBARA LEE,,ATLANTA,Ms.,,0,0,,,0,,,,1999-05-31,OLBERT,,,0001,,,,,,E,,,,,,362-37-4523,,362-37-4524,,,,,,,,,,,,,,,,,,,,,,X,1112100801,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000007525,US,Ryan Reval,,,,ATLANTA,FULTON,,,30301,GA,REVAL,231 231 Horsman Lane,9214,RYAN REVAL,,ATLANTA,Mr.,,0,0,,,0,,,,1999-05-31,OLBERT,,,0001,,,,,,E,,,,,,463-21-2342,,463-21-2343,,,,,,,,,,,,,,,,,,,,,,X,1112100801,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000007514,US,Patrick Backett,,,,ATLANTA,FULTON,,,30301,GA,BACKETT,445 445 Funden Street,9203,PATRICK BACKETT,,ATLANTA,Mr.,,0,0,,,0,,,,1999-05-31,OLBERT,,,0001,,,,,,E,,,,,,876-45-6784,,876-45-6785,,,,,,,,,,,,,,,,,,,,,,X,1112100801,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000007519,US,Matthew Carter,,,,ATLANTA,FULTON,,,30301,GA,CARTER,456 456 Jurnes Lane,9208,MATTHEW CARTER,,ATLANTA,Mr.,,0,0,,,0,,,,1999-05-31,OLBERT,,,0001,,,,,,E,,,,,,675-43-4567,,675-43-4568,,,,,,,,,,,,,,,,,,,,,,X,1112100801,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000007512,US,Eduard Sullivan,,,,ATLANTA,FULTON,,,30302,GA,SULLIVAN,233 233 Rainburn Street,9201,EDUARD SULLIVAN,,ATLANTA,Mr.,,0,0,,,0,,,,1999-05-28,OLBERT,,,0001,,,,,,E,,,,,,231-23-2341,,231-23-2342,,,,,,,,,,,,,,,,,,,,,,X,1112100801,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000007500,US,Jaqueline Humes,,,,ATLANTA,FULTON,,,30302,GA,HUMES,234 234 Boston Lane,9189,JAQUELINE HUMES,,ATLANTA,Ms.,,0,0,,,0,,,,1999-05-28,OLBERT,,,0001,,,,,,E,,,,,,987 345-5890,,987 345-5891,,,,,,,,,,,,,,,,,,,,,,X,1112100801,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000007507,US,Frank Reeve,,,,ATLANTA,FULTON,,,30302,GA,REEVE,456 456 Kilmann Street,9196,FRANK REEVE,,ATLANTA,Mr.,,0,0,,,0,,,,1999-05-28,OLBERT,,,0001,,,,,,E,,,,,,348-56-7321,,348-56-7322,,,,,,,,,,,,,,,,,,,,,,X,1112100801,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000007515,US,Theo Linden,,,,ATLANTA,FULTON,,,30302,GA,LINDEN,234 234 Zerie Street,9204,THEO LINDEN,,ATLANTA,Mr.,,0,0,,,0,,,,1999-05-31,OLBERT,,,0001,,,,,,E,,,,,,238-58-5665,,238-58-5666,,,,,,,,,,,,,,,,,,,,,,X,1112100801,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000007517,US,Todd Gustafsen,,,,ATLANTA,FULTON,,,30302,GA,GUSTAFSEN,455 455 Killanin Road,9206,TODD GUSTAFSEN,,ATLANTA,Mr.,,0,0,,,0,,,,1999-05-31,OLBERT,,,0001,,,,,,E,,,,,,323-45-6781,,323-45-6782,,,,,,,,,,,,,,,,,,,,,,X,1112100801,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000007521,US,Angela Lucata,,,,ATLANTA,FULTON,,,30303,GA,LUCATA,675 675 Turner Street,9210,ANGELA LUCATA,,ATLANTA,Ms.,,0,0,,,0,,,,1999-05-31,OLBERT,,,0001,,,,,,E,,,,,,238-58-6796,,238-58-6797,,,,,,,,,,,,,,,,,,,,,,X,1112100801,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000007522,US,Susann Belli,,,,ATLANTA,FULTON,,,30303,GA,BELLI,23 23 Ohio Street,9211,SUSANN BELLI,,ATLANTA,Ms.,,0,0,,,0,,,,1999-05-31,OLBERT,,,0001,,,,,,E,,,,,,234-53-2123,,234-53-2124,,,,,,,,,,,,,,,,,,,,,,X,1112100801,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000007510,US,Judie Coltman,,,,ATLANTA,FULTON,,,30303,GA,COLTMAN,232 232  Hibernian Lane,9199,JUDIE COLTMAN,,ATLANTA,Ms.,,0,0,,,0,,,,1999-05-28,OLBERT,,,0001,,,,,,E,,,,,,435-67-4589,,435-67-4590,,,,,,,,,,,,,,,,,,,,,,X,1112100801,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000007523,US,Ann Anderson,,,,ATLANTA,FULTON,,,30304,GA,ANDERSON,323 323 Utah Road,9212,ANN ANDERSON,,ATLANTA,Ms.,,0,0,,,0,,,,1999-05-31,OLBERT,,,0001,,,,,,E,,,,,,234-53-1234,,234-53-1235,,,,,,,,,,,,,,,,,,,,,,X,1112100801,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000007503,US,David Gartner,,,,ATLANTA,FULTON,,,30304,GA,GARTNER,342 342 Naomi Road,9192,DAVID GARTNER,,ATLANTA,Mr.,,0,0,,,0,,,,1999-05-28,OLBERT,,,0001,,,,,,E,,,,,,465-32-3453,,465-32-3454,,,,,,,,,,,,,,,,,,,,,,X,1112100801,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000007504,US,Sophie Cleveland,,,,ATLANTA,FULTON,,,30304,GA,CLEVELAND,232 232 Hudson Street,9193,SOPHIE CLEVELAND,,ATLANTA,Ms.,,0,0,,,0,,,,1999-05-28,OLBERT,,,0001,,,,,,E,,,,,,342-32-3452,,342-32-3453,,,,,,,,,,,,,,,,,,,,,,X,1112100801,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000003930,US,TetPak Inc.,,,,CHICAGO,COOK,,,60606,IL,TETPAK INC,333 West Wacker Drive,6990,TETPAK INC.,,CHICAGO,,,0,0,,,0,,,,1994-11-07,SACHSE,,,0001,0000007004,,,,,E,,,,,,312 - 553 9200,,312 - 553 5151,,,,,,,,,,,,,,,,,,,,,,X,1403105101,,,,0000000003,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000003410,US,Feralloy,,,,CHICAGO,COOK,,,60601,IL,STEEL,State Rd.,9635,FERALLOY,,CHICAGO,Company,,0,0,,0001,0,,,,1999-08-04,KUERSTEN,,,0001,,,,,,E,,,,,,001406334467,,001406334467,,,,,,,US-11111333,,,,,,,,,,,,,,,X,1403105101,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000030000,US,IDES US Inc.,,,,NEW YORK,NEW YORK,,,10019,NY,IDES IC,1230 Lincoln Avenue,7040,IDES US INC.,,NEW YORK,,,0,0,,HITE,0,,,,1997-12-02,MONCHANIN,,,PLNT,,,,,,E,,,,,,212-345-0983,,212-345-5693,,,,,3000.0,,,,,,,,,,,,,,,,,X,3306120101,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000002210,US,HTG Components,,,,PHILADELPHIA,PHILADELPHIA,,,19131,PA,WF-PREPOST,4938 Locust Street,7059,HTG COMPONENTS,,PHILADELPHIA,,,0,0,,HITE,0,,,,1996-03-07,MONCHANIN,,,0001,,,,,,E,,,,,,215-783-6565,,215-783-4356,,,,X,,,,,,,,,,,,,,,,,,X,3910130001,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,IS_VEND7,US,Port Authority of NY & NJ,Port Newark Container Terminal,,,ELIZABETH,UNION,,,07201,NJ,TM6 IS,07 Tyler Street,66523,PORT AUTHORITY OF NY & NJ,PORT NEWARK CONTAINER TER,ELIZABETH,,,0,0,,TRAN,0,,,,2008-11-07,I813408,,,TM1,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,3103906001,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,IS_CARR6,US,US East Trucking Company,,,,Columbus,FAIRFIELD,,,43085,OH,TM6 IS,1548 Main Street,66529,US EAST TRUCKING COMPANY,,COLUMBUS,,,0,0,,TRAN,0,,,,2008-11-07,I813408,,,TM2,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,3604505701,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,SS_FLEET3,US,SS Private Fleet 3,,,,Boise,ADA,,,83702,ID,SS_FLEET3,500 East River Rd,66584,SS PRIVATE FLEET 3,,BOISE,,,0,0,,TRAN,0,,,,2008-11-19,I813408,,,TM2,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,1300100301,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,IS_CARR1,US,Global East Ocean Transport,,,,Long Beach,LOS ANGELES,,,90802,CA,TM6 IS,1234 Ocean Blvd,66524,GLOBAL EAST OCEAN TRANSPO,,LONG BEACH,,,0,0,,TRAN,0,,,,2008-11-07,I813408,,,TM2,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,0503718601,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,SS_FLEET2,US,SS Private Fleet 2,,,,Portland,CLACKAMAS,,,97205,OR,SS_FLEET2,500 Main Avenue,66583,SS PRIVATE FLEET 2,,PORTLAND,,,0,0,,TRAN,0,,,,2008-11-19,I813408,,,TM2,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,3800504601,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,SS_FLEET1,US,SS Private Fleet 1,,,,Federal Way,KING,,,98023,WA,SS_FLEET1,360 9th Ave SW,66582,SS PRIVATE FLEET 1,,FEDERAL WAY,,,0,0,,TRAN,0,,,,2008-11-19,I813408,,,TM2,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,4803312001,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,TM_CSL001,US,Global Cargo Systems,,,,Jersey City,HUDSON,,,07305,,TM,303 Port Jersey Blvd,64491,GLOBAL CARGO SYSTEMS,,JERSEY CITY,,,0,0,,,0,,,,2008-01-10,C5101616,,,TM2,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,3101710701,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,TM_CAR002,US,National Trucking,,,,Trenton,MERCER,,,08611,,TM,131 Durand Ave,64489,NATIONAL TRUCKING,,TRENTON,,,0,0,,,0,,,,2008-01-10,C5101616,,,TM2,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,3102125201,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,TM_CAR001,US,P&G Truck Lines,,,,Pittsburgh,ALLEGHENY,,,15204,,TM,4075 Windgap Ave,64488,P&G TRUCK LINES,,PITTSBURGH,,,0,0,,,0,,,,2008-01-10,C5101616,,,TM2,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,3900330401,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,TM_CAR003,US,Fast Trucking & Logistics,,,,Reading,BERKS,,,19601,,TM,402 Spring Sreet,64490,FAST TRUCKING & LOGISTICS,,READING,,,0,0,,,0,,,,2008-01-10,C5101616,,,TM2,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,3901132101,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000003300,US,Material Supplier,,,,LEXINGTON,FAYETTE,,,40509,KY,LUTZ,123 Main Street,47123,MATERIAL SUPPLIER,,LEXINGTON,,,0,0,,MFTG,0,,,,2004-07-07,LUTZ,,,0001,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,1806704701,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
